Nm_na_NmGenW	Aifreann na marbh	Aifreann,na,marbh
Nf_VNTGenL	leac phábhála	leac,pábháil
Nf_NfL	leac thuama	leac,tuaim
Nm_AB	leacht comhdhlúite	leacht,comhdhlúite
Nm_Nm	leacht cuimhneacháin	leacht,cuimhneachán
Nm_na_Nf	leadaí na luatha	leadaí,na,luaith
Nm_NSt	leadrán cainte	leadrán,caint
Nm_AB	leadán liosta	leadán,liosta
Nm_NSt	leagan cainte	leagan,caint
Nm_Nm	leagan siúil	leagan,siúl
Nm_A	leagan úr	leagan,úr
Nm_Nm	leanbh altrama	leanbh,altram
Nm_AB	leanbh baistí	leanbh,baistí
Nm_Nf	leanbh cíche	leanbh,cíoch
Nm_VNTIGen	leanbh tabhartha	leanbh,tabhairt
Nf_Nm	leann baile	leann,baile
Nm_A	leann dubh	leann,dubh
Nf_Nf	leann pailme	leann,pailm
Nm_A	leann searbh	leann,searbh
Nm_A	lear mór	lear,mór
Nm_VA	leas dílsithe	leas,dílsithe
Nm_AB	leas sóisialta	leas,sóisialta
Nm_Nm	leathanach baile	leathanach,baile
Nm_Nm	leathanach gréasáin	leathanach,gréasán
Nm_Nm	leathanach lín	leathanach,líon
Nm_Nm	leathanach teidil	leathanach,teideal
Nm_VNTGen	leathán bácála	leathán,bácáil
Nf_A	leathóg bhallach	leathóg,ballach
Nm_Nf	leithead méire	leithead,méar
Nf_A	leitís mharfach	leitís,marfach
Nm_A	leoraí altach	leoraí,altach
Nm_NfGenS	lia ban	lia,bean
Nf_NfL	liathróid choise	liathróid,cos
Nf_NfL	liathróid pheile	liathróid,peil
Nm_VNTIGen	ligean reatha	ligean,rith
Nm_A	ligean rábach	ligean,rábach
Nf_A	lile bhreac	lile,breac
Nm_Nm	limistéar údaráis	limistéar,údarás
Nf_VA	linn fholctha	linn,folctha
Nf_VNTIGen	linn snámha	linn,snámh
Nm_A	lionn dubh	lionn,dubh
Nm_A	lionn fuar	lionn,fuar
Nm_AB	lionn rua	lionn,rua
Nm_VA	lionsa comhchruinnithe	lionsa,comhchruinnithe
Nm_A	liosta dubh	liosta,dubh
Nm_VNTIGen	liosta feithimh	liosta,feitheamh
Nm_Nm	liosta fíona	liosta,fíon
Nm_VA	liosta tofa	liosta,tofa
Nf_VA	litir mholta	litir,molta
Nf_VA	litir mhínithe	litir,mínithe
Nf_A	litir shlabhrach	litir,slabhrach
Nm_VA	liúntas cothaithe	liúntas,cothaithe
Nm_Nf	loingeas tráchtála	loingeas,tráchtáil
Nm_Nm	lon craois	lon,craos
Nm_Nf	lon creige	lon,creig
Nm_A	lon dubh	lon,dubh
Nm_Nf	lorg coise	lorg,cos
Nf_NfL	losainn chasachta	losainn,casacht
Nm_Nf	loscadh daighe	loscadh,daigh
Nm_Nf	loscadh gréine	loscadh,grian
Nm_A	loscadh mailíseach	loscadh,mailíseach
Nm_Nm	loscadh sléibhe	loscadh,sliabh
Nm_A	luach ainmniúil	luach,ainmniúil
Nm_Nm	luach dráir	luach,drár
Nm_VA	luach luaite	luach,luaite
Nf_NfL	luachair ghabhair	luachair,gabhair
Nm_VA	luamhán stiúrtha	luamhán,stiúrtha
Nf_A	luch mhór	luch,mór
Nm_VNIGen	lucht agóide	lucht,agóid
Nm_Nm	lucht airgid	lucht,airgead
Nm_A	lucht ceannais	lucht,ceannais
Nm_Nf	lucht coimhdeachta	lucht,coimhdeacht
Nm_VNIGen	lucht féachana	lucht,féachaint
Nm_Nm	lucht imris	lucht,imreas
Nm_VNTIGen	lucht leanúna	lucht,leanúint
Nm_Nf	lucht léitheoireachta	lucht,léitheoireacht
Nm_na_Nf	lucht na ceirde	lucht,na,ceird
Nm_NSt	lucht oibre	lucht,obair
Nm_VNTIGen	lucht seilge	lucht,seilg
Nm_Nm	lucht siúil	lucht,siúl
Nm_Nf	lucht slándála	lucht,slándáil
Nm_VA	lucht stiúrtha	lucht,stiúrtha
Nm_Nm	lucht tí	lucht,teach
Nm_VNTIGen	lucht éisteachta	lucht,éisteacht
Nm_Nm	lus caisil	lus,caiseal
Nm_Nm	lus gormáin	lus,gormán
Nm_A	lus liath	lus,liath
Nm_A	lus mín	lus,mín
Nm_AB	lus míonla	lus,míonla
Nm_A	lus mór	lus,mór
Nm_na_NmGenW	lus na bhfrancach	lus,na,francach
Nm_na_NmGenS	lus na bpéarlaí	lus,na,péarla
Nm_na_Nf	lus na gealaí	lus,na,gealach
Nm_na_Nf	lus na gile	lus,na,gile
Nm_na_Nf	lus na gréine	lus,na,grian
Nm_na_NmGenS	lus na magairlí	lus,na,magairle
Nm_na_NmGenW	lus na mbrat	lus,na,brat
Nm_na_Nf	lus na meala	lus,na,mil
Nm_na_Nf	lus na páise	lus,na,páis
Nm_na_Nf	lus na síochána	lus,na,síocháin
Nm_VA	lus spreagtha	lus,spreagtha
Nm_A	lus súgach	lus,súgach
Nm_Nf	luí gréine	luí,grian
Nm_Nm	luí seoil	luí,seol
Nm_Nf	lá bainise	lá,bainis
Nm_VNTIGen	lá breithe	lá,breith
Nm_VA	lá crosta	lá,crosta
Nm_A	lá croídhílis	lá,croídhílis
Nm_Nm	lá fómhair	lá,fómhar
Nm_A	lá leathach	lá,leathach
Nm_A	lá mór	lá,mór
Nm_NSt	lá oibre	lá,obair
Nm_VA	lá pósta	lá,pósta
Nm_VNTIGen	lá vótála	lá,vótáil
Nf_AB	láir bhán	láir,bán
Nf_AB	láir dhubh	láir,dubh
Nm_Nm	láithreán bruscair	láithreán,bruscar
Nm_Nm	láithreán fuílligh	láithreán,fuílleach
Nm_Nm	láithreán gréasáin	láithreán,gréasán
Nm_VNTIGen	láithreán tógála	láithreán,tógáil
Nf_A	lámh aondathach	lámh,aondathach
Nf_VA	lámh chuidithe	lámh,cuidithe
Nf_A	lámh fhuar	lámh,fuar
Nf_A	lámh láidir	lámh,láidir
Nm_Pr_NfComL	lán de bhrí	lán,de,brí
Nm_Nf	lán láimhe	lán,lámh
Nf_VA	lánúin phósta	lánúin,pósta
Nm_Nm	lár crainn	lár,crann
Nm_Nf	lár páirce	lár,páirc
Nm_Nf	lár tíre	lár,tír
Nf_VA	láthair bhuailte	láthair,buailte
Nf_VNIGenL	láthair champála	láthair,campáil
Nf_VNTIGen	láthair comhraic	láthair,comhrac
Nf_NfL	láthair thrádála	láthair,trádáil
Nf_VNIGen	léim sciála	léim,sciáil
Nf_A	léim thriarach	léim,triarach
Nf_Nm	léim táilliúra	léim,táilliúir
Nm_A	léiriú cabhrach	léiriú,cabhrach
Nm_A	léirmheas iontach	léirmheas,iontach
Nm_A	léitheoir craosach	léitheoir,craosach
Nm_Nf	léitheoir nuachta	léitheoir,nuacht
Nf_AB	lí bhuí	lí,buí
Nf_A	líne chomhthreomhar	líne,comhthreomhar
Nf_NfL	líne chríche	líne,críoch
Nf_VNTGenL	líne chóimeála	líne,cóimeáil
Nf_Pr_NfComE	líne i bpáirt	líne,i,páirt
Nf_A	líne pharailéalach	líne,parailéalach
Nf_A	líne shingil	líne,singil
Nf_NfL	líne theorann	líne,teorainn
Nm_VNTIGen	línitheoir súile	línitheoir,súil
Nm_VA	líreacán reoite	líreacán,reoite
Nm_A	lóiste Oráisteach	lóiste,Oráisteach
Nm_Nm	lón anama	lón,anam
Nm_Nm	lón bóthair	lón,bóthar
Nm_Nm	lón cogaidh	lón,cogadh
Nm_VNTGen	lón lámhaigh	lón,lámhach
Nf_NfL	lúb shróine	lúb,srón
Nf_AB	lúb shíoraí	lúb,síoraí
Nm_A	lúbán dubh	lúbán,dubh
Nm_A	lúibín cearnach	lúibín,cearnach
Nm_A	lúibín slabhrach	lúibín,slabhrach
Nm_A	mac barrúil	mac,barrúil
Nm_A	mac doscúch	mac,doscúch
Nm_A	mac drabhlásach	mac,drabhlásach
Nm_Nm	mac imrisc	mac,imreasc
Nm_Nm	mac léinn	mac,léann
Nm_Nf	mac mallachta	mac,mallacht
Nm_Nf	mac mioscaise	mac,mioscais
Nm_Nm	mac tabhartais	mac,tabhartas
Nm_Nf	mac tíre	mac,tír
Nm_Nm	mac uchta	mac,ucht
Nm_Nm	machaire gailf	machaire,galf
Nm_A	madra Pomaránach	madra,Pomaránach
Nm_A	madra Samóideach	madra,Samóideach
Nm_A	madra Síneach	madra,Síneach
Nm_Nm	madra confaidh	madra,confadh
Nm_Nm	madra crainn	madra,crann
Nm_VNTIGen	madra dúiseachta	madra,dúiseacht
Nm_Nm	madra feothain	madra,feothan
Nm_A	madra garbh	madra,garbh
Nm_A	madra gearr	madra,gearr
Nm_A	madra gorm	madra,gorm
Nm_AB	madra gríofa	madra,gríofa
Nm_A	madra mór	madra,mór
Nm_AB	madra rua	madra,rua
Nm_A	magairlín meidhreach	magairlín,meidhreach
Nm_VA	maide bactha	maide,bactha
Nm_VA	maide briste	maide,briste
Nm_A	maide bréagach	maide,bréagach
Nm_VNTGen	maide ceangail	maide,ceangal
Nm_VA	maide coiscthe	maide,coiscthe
Nm_Nf	maide coise	maide,cos
Nm_A	maide corrach	maide,corrach
Nm_Nf	maide croise	maide,cros
Nm_Nm	maide droma	maide,droim
Nm_Nm	maide gailf	maide,galf
Nm_Nm	maide gainimh	maide,gaineamh
Nm_Nf	maide garman	maide,garma
Nm_VA	maide measctha	maide,measctha
Nm_A	maide milis	maide,milis
Nm_Nm	maide rámha	maide,rámh
Nm_VA	maide snaidhmthe	maide,snaidhmthe
Nm_Nf	maide stiúrach	maide,stiúir
Nf_NfL	maidhm thalún	maidhm,talamh
Nm_Nf	maidrín lathaí	maidrín,lathach
Nm_Nf	maidrín tóna	maidrín,tóin
Nf_VA	mairteoil shaillte	mairteoil,saillte
Nm_Nf	maistín lathaí	maistín,lathach
Nm_Nm	maistín linbh	maistín,leanbh
Nf_A	mallacht mhíosúil	mallacht,míosúil
Nf_AB	maoin phearsanta	maoin,pearsanta
Nf_A	maoin phríobháideach	maoin,príobháideach
Nm_Nf	maor páirce	maor,páirc
Nm_Nm	maor teallaigh	maor,teallach
Adv:Pr_NmL	mar dhíoltas	mar,díoltas
Adv:Pr_NmL	mar shampla	mar,sampla
Nm_VNTGen	marcach cinnireachta	marcach,cinnireacht
Nm_Nf	marcach toinne	marcach,tonn
Nf_NfL	marcaíocht ghualainne	marcaíocht,gualainn
Nf_Nf	marcaíocht toinne	marcaíocht,tonn
Nm_Nf	marfóir máthar	marfóir,máthair
Nm_A	margadh dubh	margadh,dubh
Nm_A	margadh éagórach	margadh,éagórach
Nm_AB	marla buí	marla,buí
Nm_VA	mart saillte	mart,saillte
Nm_Nf	marú máthar	marú,máthair
Nm_Nm	mata boird	mata,bord
Nm_Nm	mata folcadáin	mata,folcadán
Nm_Nf	mata luchóige	mata,luchóg
Nm_Nf	mata tairsí	mata,tairseach
Nm_VA	matán iata	matán,iata
Nm_Nm	meacan biatais	meacan,biatas
Nm_A	meacan bán	meacan,bán
Nm_Nm	meacan compair	meacan,compar
Nm_A	meacan dearg	meacan,dearg
Nm_Nf	meacan ráibe	meacan,ráib
Nm_Nm	meaisín díola	meaisín,díol
Nm_Nf	meall brád	meall,bráid
Nm_Nf	meall cáise	meall,cáis
Adv:Adv_Adj	measartha mór	measartha,mór
Nm_Nf	meascthóir suiminte	meascthóir,suimint
Nm_Nm	meascán ime	meascán,im
Nm_A	measán Máltach	measán,Máltach
Nm_Nm	meathán íochtair	meathán,íochtar
Nm_A	meáchan caighdeánach	meáchan,caighdeánach
Nm_A	meáchan glan	meáchan,glan
Nm_Nm	meán lae	meán,lá
Nm_Nm	mianach guail	mianach,gual
Nm_Nf	mianach talún	mianach,talamh
Nm_Nm	mianadóir guail	mianadóir,gual
Nf_AB	min bhuí	min,buí
Nm_A	mionn mór	mionn,mór
Nm_Nm	mionnú éithigh	mionnú,éitheach
Nm_Nm	mionoifigeach stóir	mionoifigeach,stór
Nm_Nm	miontas piobair	miontas,piobar
Nf_AB	miotóg bhuí	miotóg,buí
Nm_NSt	modh oibre	modh,obair
Nm_VNTIGen	mogall súile	mogall,súil
Nf_A	moing mhear	moing,mear
Nm_A	moladh gáifeach	moladh,gáifeach
Nm_A	molt cloigíneach	molt,cloigíneach
Nm_A	moncaí cochallach	moncaí,cochallach
Nf_VA	muc choillte	muc,coillte
Nf_NfL	muc ghuine	muc,guine
Nf_NfL	muc mhara	muc,muir
Nm_Nm	muileann airgid	muileann,airgead
Nm_Nf	muileann coise	muileann,cos
Nm_Nf	muileann sábhadóireachta	muileann,sábhadóireacht
Nf_Pr_NfComL	muin ar mhuin	muin,ar,muin
Nf_NfL	muince chleití	muince,cleiteach
Nf_A	muince dhualach	muince,dualach
Nf_NfL	muince dhóide	muince,dóid
Nm_Nf	muineál tíre	muineál,tír
Nm_NfGenS	muirnín ban	muirnín,bean
Nm_A	mullach dubh	mullach,dubh
Nm_Nm	mullach gróigeáin	mullach,gróigeán
Nf_Nm	murúch fir	murúch,fear
Nm_Pr_NmComL	mustar gan ghustal	mustar,gan,gustal
Nm_Nm	mágra éadain	mágra,éadan
Nm_Nm	máilín domlais	máilín,domlas
Nm_A	máirtín fiáin	máirtín,fiáin
Nm_A	máirtín gágach	máirtín,gágach
Nm_A	máistir leatromach	máistir,leatromach
Nm_Nm	máistir poist	máistir,post
Nm_Nm	mála bruscair	mála,bruscar
Nm_Nf	mála codlata	mála,codladh
Nm_Nf	mála diallaite	mála,diallait
Nm_VNTIGen	mála dornála	mála,dornáil
Nm_Nm	mála droma	mála,droim
Nm_Nm	mála dufail	mála,dufal
Nm_Nm	mála gáis	mála,gás
Nm_Nf	mála láimhe	mála,lámh
Nm_AB	mála plaisteach	mála,plaisteach
Nm_Nm	mála páipéir	mála,páipéar
Nm_Nf	mála scoile	mála,scoil
Nm_VNTI	mála suí	mála,suí
Nm_VNTI	mála taistil	mála,taistil
Nm_Nm	mála útha	mála,úth
Nf_AB	máthair chríonna	máthair,críonna
Nf_A	máthair mhór	máthair,mór
Nm_VNTGen	méadar páirceála	méadar,páirceáil
Nf_A	méar bheag	méar,beag
Nf_Nf	méar coise	méar,cos
Nf_AB	méar fhada	méar,fada
Nm_A	méaracán dearg	méaracán,dearg
Nm_A	méaracán gorm	méaracán,gorm
Nm_A	méirín dearg	méirín,dearg
Nf_Nm	méisín deannaigh	méisín,deannach
Nm_A	míogadán breac	míogadán,breac
Nm_AB	míol buí	míol,buí
Nm_A	míol corr	míol,corr
Nm_A	míol críon	míol,críon
Nm_A	míol crúbach	míol,crúbach
Nm_Nm	míol féir	míol,féar
Nm_A	míol gorm	míol,gorm
Nm_Nf	míol leapa	míol,leaba
Nm_A	míol mór	míol,mór
Nm_A	móta liath	móta,liath
Nm_Nm	múchtóir dóiteáin	múchtóir,dóiteán
Nm_Nf	múirín gréine	múirín,grian
Nm_Nf	naipcín maonairte	naipcín,maonairt
Nf_A	nathair shligreach	nathair,sligreach
Nm_AB	neach daonna	neach,daonna
Nf_NfL	nead choille	nead,coill
Nf_A	neantóg chaoch	neantóg,caoch
Nm_Nf	neart tola	neart,toil
Nf_NfL	nimfeach choille	nimfeach,coill
Nf_A	nuacht choscrach	nuacht,coscrach
Nm_A	nuachtán laethúil	nuachtán,laethúil
Nf_AB	náire shaolta	náire,saolta
Nm_Nm	nátalas páipéir	nátalas,páipéar
Nm_Nm	néal aoibhnis	néal,aoibhneas
Nm_A	néal carnach	néal,carnach
Nm_A	néal ceathach	néal,ceathach
Nf_A	néaróg mheánach	néaróg,meánach
Nm_A	nóinín mór	nóinín,mór
Nm_na_Nf	nóinín na gréine	nóinín,na,grian
Nm_VNIGen	nós imeachta	nós,imeacht
Nm_AB	nóta nádúrtha	nóta,nádúrtha
Nm_VA	nóta tráchta	nóta,tráchta
Nf_NfL	obair bhuíne	obair,buíon
Nf_VA	obair chortha	obair,cortha
Nf_AB	obair chrua	obair,crua
Nf_Nm	obair fathaigh	obair,fathach
Nf_NfL	obair shealaíochta	obair,sealaíocht
Nf_NfL	obair shnáthaide	obair,snáthaid
Nf_AB	obair shóisialta	obair,sóisialta
Nf_VA	obair thagartha	obair,tagartha
Nf_Nm	obair tí	obair,teach
Nf_A	ocsaíd nítriúil	ocsaíd,nítriúil
Nm_Nm	oibrí clóis	oibrí,clós
Nm_A	oibrí cíocrach	oibrí,cíocrach
Nm_A	oibrí driopásach	oibrí,driopásach
Nm_Nf	oibrí feirme	oibrí,feirm
Nm_AB	oibrí sóisialta	oibrí,sóisialta
Nm_A	oibrí ócáideach	oibrí,ócáideach
Nf_Pr_NmComL	oifig gan chúram	oifig,gan,cúram
Nm_Nm	oifigeach custaim	oifigeach,custam
Nm_Nf	oileán sráide	oileán,sráid
Nf_NfL	oitir mhóna	oitir,móin
Nf_A	ola dhéanach	ola,déanach
Nf_NfL	ola ghréine	ola,grian
Nm_VNTIGen	ollamh cúnta	ollamh,cúnamh
Nm_Nm	ollamh gradaim	ollamh,gradam
Nm_Nf	ord aibítre	ord,aibítir
Nm_Nm	ord crábhaidh	ord,crábhadh
Nm_Nf	ord tábhachta	ord,tábhacht
Nf_Nf	ordóg coise	ordóg,cos
Nf_Nm	ordóg gliomaigh	ordóg,gliomach
Nm_Nm	ordú airgid	ordú,airgead
Nm_Nm	ordú béil	ordú,béal
Nm_Nf	ordú cúirte	ordú,cúirt
Nm_VA	ordú seasta	ordú,seasta
Nm_Nm	orgán béil	orgán,béal
Adv:Pr_Nm	os ard	os,ard
Nm_A	othar cónaitheach	othar,cónaitheach
Nm_A	othar seachtrach	othar,seachtrach
Nm_Nf	painéal gréine	painéal,grian
Nm_Nf	paiste talún	paiste,talamh
Nm_Nm	pana capaill	pana,capall
Nm_A	pas beag	pas,beag
Nm_A	peaca marfach	peaca,marfach
Nm_A	peaca solathach	peaca,solathach
Nm_na_Nf	peadairín na stoirme	peadairín,na,stoirm
Nm_VA	peann aibhsithe	peann,aibhsithe
Nm_A	peann gránbhiorach	peann,gránbhiorach
Nm_Nm	peann tobair	peann,tobar
Nf_Pr_NfComL	pearsantacht ar leith	pearsantacht,ar,leith
Nf_A	peasair fhiáin	peasair,fiáin
Nm_A	pianó ingearach	pianó,ingearach
Nm_VNTI	piardálaí trá	piardálaí,trá
Nm_Nm	pictiúr faisin	pictiúr,faisean
Nm_A	piléar fánach	piléar,fánach
Nm_A	piobar dearg	piobar,dearg
Nm_Nf	pionna gruaige	pionna,gruaig
Nm_VA	pionna iomartha	pionna,iomartha
Nm_Nm	pionna rotha	pionna,roth
Nm_A	pionsa maol	pionsa,maol
Nm_Nm	pionós báis	pionós,bás
Nm_AB	pionós corpartha	pionós,corpartha
Nm_A	pionós éadrom	pionós,éadrom
Nf_AB	pis chumhra	pis,cumhra
Nf_Nf	pis talún	pis,talamh
Nf_Nf	pióg feola	pióg,feoil
Nm_VA	planda dreaptha	planda,dreaptha
Nf_NfL	plimp thoirní	plimp,toirneach
Nf_A	plá bhúbónach	plá,búbónach
Nm_Nf	pláinéad coimhdeachta	pláinéad,coimhdeacht
Nm_A	pláta beag	pláta,beag
Nm_VNT	pláta cló	pláta,cló
Nm_Nf	pláta coire	pláta,coir
Nm_A	pláta mór	pláta,mór
Nm_VNTGen	pláta ofrála	pláta,ofráil
Nm_A	pláta te	pláta,te
Nf_VNT	plé dlí	plé,dlí
Nm_A	pléascán mór	pléascán,mór
Nm_VA	plódú tráchta	plódú,tráchta
Nm_na_Nf	plúr na gréine	plúr,na,grian
Nm_A	plúrán cloigneach	plúrán,cloigneach
Nm_Nm	pobal Dé	pobal,dia
Nm_na_NmGenS	pocaire na mbánta	pocaire,na,bán
Nm_VA	pointe briste	pointe,briste
Nm_VA	pointe fiuchta	pointe,fiuchta
Nm_VNIGen	pointe imeachta	pointe,imeacht
Nm_VNTIGen	pointe iontrála	pointe,iontráil
Nm_VA	pointe leáite	pointe,leáite
Nm_VA	pointe sioctha	pointe,sioctha
Nm_A	pointe suntasach	pointe,suntasach
Nm_A	pointe teicniúil	pointe,teicniúil
Nm_Nf	pointe teorann	pointe,teorainn
Nm_A	polasaí eachtrach	polasaí,eachtrach
Nm_Nm	polasaí árachais	polasaí,árachas
Nm_A	port comhuaineach	port,comhuaineach
Nm_VA	port rite	port,rite
Nm_A	port srathach	port,srathach
Nm_Nf	portán faoilinne	portán,faoileann
Nm_A	portán sligreach	portán,sligreach
Nm_A	post leictreonach	post,leictreonach
Nm_VA	praghas luaite	praghas,luaite
Nm_VNTGen	praghas miondíola	praghas,miondíol
Nf_AB	praiseach bhuí	praiseach,buí
Nm_na_NmGenS	preabaire na mbánta	preabaire,na,bán
Nm_Nm	preabaire poill	preabaire,poll
Nm_Nm	priompallán samhraidh	priompallán,samhradh
Nm_Nm	prionta ime	prionta,im
Nm_Nm	proinnteach bóthair	proinnteach,bóthar
Nm_A	práta Spáinneach	práta,Spáinneach
Nm_Nf	práta teilifíse	práta,teilifís
Nm_A	préachán breac	préachán,breac
Nm_A	préachán dubh	préachán,dubh
Nm_na_Nf	próiseas na síochána	próiseas,na,síocháin
Nm_Nm	próiste snátha	próiste,snáth
Nm_A	punt Sasanach	punt,Sasanach
Nm_VNTIGen	purpal amhairc	purpal,amharc
Nm_Nf	pá breoiteachta	pá,breoiteacht
Nm_VNTIGen	pá maireachtála	pá,maireachtáil
Nm_VA	pá scartha	pá,scartha
Nm_A	páipéar bán	páipéar,bán
Nm_Nm	páipéar carbóin	páipéar,carbón
Nm_VA	páipéar fillte	páipéar,fillte
Nm_Nf	páipéar nuachta	páipéar,nuacht
Nm_Nf	páipéar scríbhneoireachta	páipéar,scríbhneoireacht
Nm_VA	páipéar scríofa	páipéar,scríofa
Nm_A	páipéar suarach	páipéar,suarach
Nm_A	páirtí leasmhar	páirtí,leasmhar
Nm_Nm	páiste díomhaointis	páiste,díomhaointeas
Nm_Nf	páiste gréine	páiste,grian
Nm_Nf	páiste raithní	páiste,raithneach
Nm_Nf	páiste scoile	páiste,scoil
Nm_A	páiste seoigh	páiste,seoigh
Nm_Nm	páiste toir	páiste,tor
Nf_A	péist mhór	péist,mór
Nf_A	péist ribíneach	péist,ribíneach
Nf_Nf	péist talún	péist,talamh
Nm_Nm	píobaire fraoigh	píobaire,fraoch
Nm_Nm	píobaire teallaigh	píobaire,teallach
Nm_VNTI	píobaire trá	píobaire,trá
Nm_Nm	píopa béil	píopa,béal
Nm_VA	píopa sceite	píopa,sceite
Nm_A	píosa corónach	píosa,corónach
Nm_Nf	póca ascaille	póca,ascaill
Nm_Nm	póca boid	póca,bod
Nf_NfL	póg ghlaice	póg,glac
Nf_A	pónaire dhubh	pónaire,dubh
Nf_A	pónaire dhuánach	pónaire,duánach
Nf_A	pónaire dhúshúileach	pónaire,dúshúileach
Nf_AB	pónaire fhada	pónaire,fada
Nf_A	pónaire ghlas	pónaire,glas
Nf_A	pónaire leathan	pónaire,leathan
Nf_A	pónaire mhór	pónaire,mór
Nf_VNTIGen	pónaire reatha	pónaire,rith
Nm_VNTGen	púdar bácála	púdar,bácáil
Nm_Nm	púdar gréasa	púdar,gréas
Nm_Nm	púdar sandaraic	púdar,sandarac
Nm_Nf	racht feirge	racht,fearg
Nm_Nf	racht sciotaíola	racht,sciotaíl
Nm_Nf	radharc tíre	radharc,tír
Nm_Nm	ragús óil	ragús,ól
Nf_A	raidis fhiáin	raidis,fiáin
Nm_Pr_NmComL	raon faoi bhéal	raon,faoi,béal
Nm_Nm	reithe cogaidh	reithe,cogadh
Nm_VA	reithe réabtha	reithe,réabtha
Nf_NfL	riabhóg mhóna	riabhóg,móin
Nm_Nm	rialtas dúchais	rialtas,dúchas
Nm_Nf	rialú cáilíochta	rialú,cáilíocht
Nm_Nf	rian coise	rian,cos
Nm_Nf	riar polaitíochta	riar,polaitíocht
Nm_Nm	ribe féir	ribe,féar
Nm_Nm	ribín seoil	ribín,seol
Nm_VNTIGen	ribín tomhais	ribín,tomhas
Nm_VA	righneas labhartha	righneas,labhartha
Nm_A	rilleadh maoithneach	rilleadh,maoithneach
Nf_A	riospráid inmheánach	riospráid,inmheánach
Nf_AB	riospráid shaorga	riospráid,saorga
Nm_AB	roghnú nádúrtha	roghnú,nádúrtha
Nf_AB	roide bhuí	roide,buí
Adv:Pr_NmL	roimh Chríost	roimh,Críost
Adv:Pr_NmL	roimh am	roimh,am
Adv:Pr_NmL	roimh ionú	roimh,ionú
Adv:Pr_NfL	roimh ré	roimh,ré
Nf_A	roinnt bheag	roinnt,beag
Nm_Nf	roisín maisteoige	roisín,maisteog
Nm_A	ronnach Spáinneach	ronnach,Spáinneach
Nm_AB	ronnach buí	ronnach,buí
Nm_Nm	rosc catha	rosc,cath
Nm_VNTGen	rosc ceoil	rosc,ceol
Nm_Nf	roth breise	roth,breis
Nm_Nf	roth cairte	roth,cairt
Nm_VA	roth stiúrtha	roth,stiúrtha
Nm_Nf	rothar beirte	rothar,beirt
Nm_Nm	rothar sléibhe	rothar,sliabh
Nm_VNTIGen	ruagaire reatha	ruagaire,rith
Nf_Nf	ruaim feirge	ruaim,fearg
Nm_Nf	ruathar péiste	ruathar,péist
Nm_A	rud aisteach	rud,aisteach
Nm_A	rud annamh	rud,annamh
Nm_A	rud beag	rud,beag
Nm_A	rud corr	rud,corr
Nm_AB	rud dodhéanta	rud,dodhéanta
Nm_A	rud fánach	rud,fánach
Nm_Pr_NfComL	rud gan mhaith	rud,gan,maith
Nm_AB	rud siúráilte	rud,siúráilte
Nm_AB	rud ársa	rud,ársa
Nm_A	rud éigin	rud,éigin
Nm_Nm	rácadóir airgid	rácadóir,airgead
Nf_VNIGenL	ráig bháistí	ráig,báisteach
Nm_VA	ráille cosanta	ráille,cosanta
Nm_AB	ráiteas ginearálta	ráiteas,ginearálta
Nm_Nf	ráiteas nuachta	ráiteas,nuacht
Nm_AB	rámh fada	rámh,fada
Nm_Nf	rás sealaíochta	rás,sealaíocht
Nm_A	rásúr leictreach	rásúr,leictreach
Nm_Nm	ráta úis	ráta,ús
Nf_Nm	ráth sneachta	ráth,sneachta
Nf_A	réaltacht fhíorúil	réaltacht,fíorúil
Nm_VA	réamhléiriú feistithe	réamhléiriú,feistithe
Nm_VA	réimse lamháilte	réimse,lamháilte
Nm_A	réimse leictreach	réimse,leictreach
Nm_A	réimse maighnéadach	réimse,maighnéadach
Nm_AB	rí rua	rí,rua
Nm_Nf	ríomhaire boise	ríomhaire,bos
Nm_AB	ríomhaire pearsanta	ríomhaire,pearsanta
Nf_A	rísheisc chraobhach	rísheisc,craobhach
Nm_A	rón mór	rón,mór
Nm_A	rós Ollannach	rós,Ollannach
Nm_VA	rós dreaptha	rós,dreaptha
Adv:PrA_NmL	sa bhaile	i,baile
Adv:PrA_NfL	sa bhreis	i,breis
Adv:PrA_NfL	sa chinniúint	i,cinniúint
Adv:PrA_Nm	sa dorchadas	i,dorchadas
Nm_Nm	saighdiúir cabhlaigh	saighdiúir,cabhlach
Nm_Nf	saighdiúir coise	saighdiúir,cos
Nm_Nm	saighdiúir portáin	saighdiúir,portán
Nm_VA	saighdiúir seasta	saighdiúir,seasta
Nm_Nm	saighdiúir tuarastail	saighdiúir,tuarastal
Nf_VNTIGen	saighead reatha	saighead,rith
Nf_VNTIGen	saileach reatha	saileach,rith
Nf_VA	saileach shilte	saileach,silte
Nm_Nf	sailéad uibhe	sailéad,ubh
Nm_Nf	sainchomhartha tíre	sainchomhartha,tír
Nm_AB	sampla foirfe	sampla,foirfe
Adv:PrA_NmL	san fhaisean	i,faisean
Nm_Nf	saochan céille	saochan,ciall
Nm_A	saol Fódlach	saol,Fódlach
Nm_A	saol anróiteach	saol,anróiteach
Nm_AB	saol crua	saol,crua
Nm_A	saol léanmhar	saol,léanmhar
Nm_Pr_NfComL	saor ar luaidhe	saor,ar,luaidhe
Nm_Nf	saor cloiche	saor,cloch
Nm_Nf	saothar anála	saothar,anáil
